CODGEO;LIBGEO;ZE2010;LIBZE2010;DEP;REG;REG2016
01001;L'Abergement-Clémenciat;8213;Villefranche-sur-Saône;01;82;84
01002;L'Abergement-de-Varey;8201;Ambérieu-en-Bugey;01;82;84
01004;Ambérieu-en-Bugey;8201;Ambérieu-en-Bugey;01;82;84
01005;Ambérieux-en-Dombes;8213;Villefranche-sur-Saône;01;82;84
01006;Ambléon;8216;Chambéry;01;82;84
01007;Ambronay;8201;Ambérieu-en-Bugey;01;82;84
01008;Ambutrix;8201;Ambérieu-en-Bugey;01;82;84
01009;Andert-et-Condon;8216;Chambéry;01;82;84
01010;Anglefort;8219;Le Genevois Français;01;82;84
01011;Apremont;8203;Oyonnax;01;82;84
01012;Aranc;8203;Oyonnax;01;82;84
01013;Arandas;8201;Ambérieu-en-Bugey;01;82;84
01014;Arbent;8203;Oyonnax;01;82;84
01015;Arbignieu;8216;Chambéry;01;82;84
01016;Arbigny;0053;Mâcon;01;82;84
01017;Argis;8201;Ambérieu-en-Bugey;01;82;84
01019;Armix;8203;Oyonnax;01;82;84
01021;Ars-sur-Formans;8213;Villefranche-sur-Saône;01;82;84
01022;Artemare;8216;Chambéry;01;82;84
01023;Asnières-sur-Saône;0053;Mâcon;01;82;84
01024;Attignat;8202;Bourg-en-Bresse;01;82;84
01025;Bâgé-la-Ville;0053;Mâcon;01;82;84
01026;Bâgé-le-Châtel;0053;Mâcon;01;82;84
01027;Balan;8214;Lyon;01;82;84
01028;Baneins;8213;Villefranche-sur-Saône;01;82;84
01029;Beaupont;8202;Bourg-en-Bresse;01;82;84
01030;Beauregard;8213;Villefranche-sur-Saône;01;82;84
01031;Bellignat;8203;Oyonnax;01;82;84
01032;Béligneux;8214;Lyon;01;82;84
01033;Bellegarde-sur-Valserine;8219;Le Genevois Français;01;82;84
01034;Belley;8216;Chambéry;01;82;84
01035;Belleydoux;8203;Oyonnax;01;82;84
01036;Belmont-Luthézieu;8216;Chambéry;01;82;84
01037;Bénonces;8201;Ambérieu-en-Bugey;01;82;84
01038;Bény;8202;Bourg-en-Bresse;01;82;84
01039;Béon;8216;Chambéry;01;82;84
01040;Béréziat;8202;Bourg-en-Bresse;01;82;84
01041;Bettant;8201;Ambérieu-en-Bugey;01;82;84
01042;Bey;0053;Mâcon;01;82;84
01043;Beynost;8214;Lyon;01;82;84
01044;Billiat;8219;Le Genevois Français;01;82;84
01045;Birieux;8214;Lyon;01;82;84
01046;Biziat;0053;Mâcon;01;82;84
01047;Blyes;8201;Ambérieu-en-Bugey;01;82;84
01049;La Boisse;8214;Lyon;01;82;84
01050;Boissey;0053;Mâcon;01;82;84
01051;Bolozon;8203;Oyonnax;01;82;84
01052;Bouligneux;8214;Lyon;01;82;84
01053;Bourg-en-Bresse;8202;Bourg-en-Bresse;01;82;84
01054;Bourg-Saint-Christophe;8201;Ambérieu-en-Bugey;01;82;84
01056;Boyeux-Saint-Jérôme;8201;Ambérieu-en-Bugey;01;82;84
01057;Boz;0053;Mâcon;01;82;84
01058;Brégnier-Cordon;8209;Bourgoin-Jallieu;01;82;84
01059;Brénaz;8216;Chambéry;01;82;84
01060;Brénod;8203;Oyonnax;01;82;84
01061;Brens;8216;Chambéry;01;82;84
01062;Bressolles;8214;Lyon;01;82;84
01063;Brion;8203;Oyonnax;01;82;84
01064;Briord;8201;Ambérieu-en-Bugey;01;82;84
01065;Buellas;8202;Bourg-en-Bresse;01;82;84
01066;La Burbanche;8201;Ambérieu-en-Bugey;01;82;84
01067;Ceignes;8203;Oyonnax;01;82;84
01068;Cerdon;8201;Ambérieu-en-Bugey;01;82;84
01069;Certines;8202;Bourg-en-Bresse;01;82;84
01071;Cessy;8219;Le Genevois Français;01;82;84
01072;Ceyzériat;8202;Bourg-en-Bresse;01;82;84
01073;Ceyzérieu;8216;Chambéry;01;82;84
01074;Chalamont;8214;Lyon;01;82;84
01075;Chaleins;8213;Villefranche-sur-Saône;01;82;84
01076;Chaley;8201;Ambérieu-en-Bugey;01;82;84
01077;Challes-la-Montagne;8201;Ambérieu-en-Bugey;01;82;84
01078;Challex;8219;Le Genevois Français;01;82;84
01079;Champagne-en-Valromey;8216;Chambéry;01;82;84
01080;Champdor;8203;Oyonnax;01;82;84
01081;Champfromier;8219;Le Genevois Français;01;82;84
01082;Chanay;8219;Le Genevois Français;01;82;84
01083;Chaneins;8213;Villefranche-sur-Saône;01;82;84
01084;Chanoz-Châtenay;8202;Bourg-en-Bresse;01;82;84
01085;La Chapelle-du-Châtelard;8213;Villefranche-sur-Saône;01;82;84
01087;Charix;8203;Oyonnax;01;82;84
01088;Charnoz-sur-Ain;8201;Ambérieu-en-Bugey;01;82;84
01089;Château-Gaillard;8201;Ambérieu-en-Bugey;01;82;84
01090;Châtenay;8214;Lyon;01;82;84
01091;Châtillon-en-Michaille;8219;Le Genevois Français;01;82;84
01092;Châtillon-la-Palud;8201;Ambérieu-en-Bugey;01;82;84
01093;Châtillon-sur-Chalaronne;8213;Villefranche-sur-Saône;01;82;84
01094;Chavannes-sur-Reyssouze;0053;Mâcon;01;82;84
01095;Chavannes-sur-Suran;8202;Bourg-en-Bresse;01;82;84
01096;Chaveyriat;8202;Bourg-en-Bresse;01;82;84
01097;Chavornay;8216;Chambéry;01;82;84
01098;Chazey-Bons;8216;Chambéry;01;82;84
01099;Chazey-sur-Ain;8201;Ambérieu-en-Bugey;01;82;84
01100;Cheignieu-la-Balme;8216;Chambéry;01;82;84
01101;Chevillard;8203;Oyonnax;01;82;84
01102;Chevroux;0053;Mâcon;01;82;84
01103;Chevry;8219;Le Genevois Français;01;82;84
01104;Chézery-Forens;8219;Le Genevois Français;01;82;84
01105;Civrieux;8214;Lyon;01;82;84
01106;Cize;8202;Bourg-en-Bresse;01;82;84
01107;Cleyzieu;8201;Ambérieu-en-Bugey;01;82;84
01108;Coligny;8202;Bourg-en-Bresse;01;82;84
01109;Collonges;8219;Le Genevois Français;01;82;84
01110;Colomieu;8216;Chambéry;01;82;84
01111;Conand;8201;Ambérieu-en-Bugey;01;82;84
01112;Condamine;8203;Oyonnax;01;82;84
01113;Condeissiat;8202;Bourg-en-Bresse;01;82;84
01114;Confort;8219;Le Genevois Français;01;82;84
01115;Confrançon;8202;Bourg-en-Bresse;01;82;84
01116;Contrevoz;8216;Chambéry;01;82;84
01117;Conzieu;8216;Chambéry;01;82;84
01118;Corbonod;8219;Le Genevois Français;01;82;84
01119;Corcelles;8203;Oyonnax;01;82;84
01121;Corlier;8203;Oyonnax;01;82;84
01122;Cormaranche-en-Bugey;8203;Oyonnax;01;82;84
01123;Cormoranche-sur-Saône;0053;Mâcon;01;82;84
01124;Cormoz;8202;Bourg-en-Bresse;01;82;84
01125;Corveissiat;8203;Oyonnax;01;82;84
01127;Courmangoux;8202;Bourg-en-Bresse;01;82;84
01128;Courtes;8202;Bourg-en-Bresse;01;82;84
01129;Crans;8201;Ambérieu-en-Bugey;01;82;84
01130;Cras-sur-Reyssouze;8202;Bourg-en-Bresse;01;82;84
01133;Cressin-Rochefort;8216;Chambéry;01;82;84
01134;Crottet;0053;Mâcon;01;82;84
01135;Crozet;8219;Le Genevois Français;01;82;84
01136;Cruzilles-lès-Mépillat;0053;Mâcon;01;82;84
01138;Culoz;8216;Chambéry;01;82;84
01139;Curciat-Dongalon;8202;Bourg-en-Bresse;01;82;84
01140;Curtafond;8202;Bourg-en-Bresse;01;82;84
01141;Cuzieu;8216;Chambéry;01;82;84
01142;Dagneux;8214;Lyon;01;82;84
01143;Divonne-les-Bains;8219;Le Genevois Français;01;82;84
01144;Dommartin;0053;Mâcon;01;82;84
01145;Dompierre-sur-Veyle;8214;Lyon;01;82;84
01146;Dompierre-sur-Chalaronne;8213;Villefranche-sur-Saône;01;82;84
01147;Domsure;8202;Bourg-en-Bresse;01;82;84
01148;Dortan;8203;Oyonnax;01;82;84
01149;Douvres;8201;Ambérieu-en-Bugey;01;82;84
01150;Drom;8202;Bourg-en-Bresse;01;82;84
01151;Druillat;8201;Ambérieu-en-Bugey;01;82;84
01152;Échallon;8203;Oyonnax;01;82;84
01153;Échenevex;8219;Le Genevois Français;01;82;84
01154;Étrez;8202;Bourg-en-Bresse;01;82;84
01155;Évosges;8201;Ambérieu-en-Bugey;01;82;84
01156;Faramans;8201;Ambérieu-en-Bugey;01;82;84
01157;Fareins;8213;Villefranche-sur-Saône;01;82;84
01158;Farges;8219;Le Genevois Français;01;82;84
01159;Feillens;0053;Mâcon;01;82;84
01160;Ferney-Voltaire;8219;Le Genevois Français;01;82;84
01162;Flaxieu;8216;Chambéry;01;82;84
01163;Foissiat;8202;Bourg-en-Bresse;01;82;84
01165;Francheleins;8213;Villefranche-sur-Saône;01;82;84
01166;Frans;8213;Villefranche-sur-Saône;01;82;84
01167;Garnerans;0053;Mâcon;01;82;84
01169;Genouilleux;8213;Villefranche-sur-Saône;01;82;84
01170;Béard-Géovreissiat;8203;Oyonnax;01;82;84
01171;Géovreisset;8203;Oyonnax;01;82;84
01172;Germagnat;8202;Bourg-en-Bresse;01;82;84
01173;Gex;8219;Le Genevois Français;01;82;84
01174;Giron;8219;Le Genevois Français;01;82;84
01175;Gorrevod;0053;Mâcon;01;82;84
01176;Le Grand-Abergement;8203;Oyonnax;01;82;84
01177;Grand-Corent;8202;Bourg-en-Bresse;01;82;84
01179;Grièges;0053;Mâcon;01;82;84
01180;Grilly;8219;Le Genevois Français;01;82;84
01181;Groissiat;8203;Oyonnax;01;82;84
01182;Groslée;8209;Bourgoin-Jallieu;01;82;84
01183;Guéreins;8213;Villefranche-sur-Saône;01;82;84
01184;Hautecourt-Romanèche;8202;Bourg-en-Bresse;01;82;84
01185;Hauteville-Lompnes;8203;Oyonnax;01;82;84
01186;Hostiaz;8201;Ambérieu-en-Bugey;01;82;84
01187;Hotonnes;8203;Oyonnax;01;82;84
01188;Illiat;8213;Villefranche-sur-Saône;01;82;84
01189;Injoux-Génissiat;8219;Le Genevois Français;01;82;84
01190;Innimond;8209;Bourgoin-Jallieu;01;82;84
01191;Izenave;8203;Oyonnax;01;82;84
01192;Izernore;8203;Oyonnax;01;82;84
01193;Izieu;8209;Bourgoin-Jallieu;01;82;84
01194;Jassans-Riottier;8213;Villefranche-sur-Saône;01;82;84
01195;Jasseron;8202;Bourg-en-Bresse;01;82;84
01196;Jayat;8202;Bourg-en-Bresse;01;82;84
01197;Journans;8202;Bourg-en-Bresse;01;82;84
01198;Joyeux;8201;Ambérieu-en-Bugey;01;82;84
01199;Jujurieux;8201;Ambérieu-en-Bugey;01;82;84
01200;Labalme;8203;Oyonnax;01;82;84
01202;Lagnieu;8201;Ambérieu-en-Bugey;01;82;84
01203;Laiz;0053;Mâcon;01;82;84
01204;Lalleyriat;8203;Oyonnax;01;82;84
01205;Lancrans;8219;Le Genevois Français;01;82;84
01206;Lantenay;8203;Oyonnax;01;82;84
01207;Lapeyrouse;8213;Villefranche-sur-Saône;01;82;84
01208;Lavours;8216;Chambéry;01;82;84
01209;Léaz;8219;Le Genevois Français;01;82;84
01210;Lélex;8219;Le Genevois Français;01;82;84
01211;Lent;8202;Bourg-en-Bresse;01;82;84
01212;Lescheroux;8202;Bourg-en-Bresse;01;82;84
01213;Leyment;8201;Ambérieu-en-Bugey;01;82;84
01214;Leyssard;8203;Oyonnax;01;82;84
01215;Lhôpital;8219;Le Genevois Français;01;82;84
01216;Lhuis;8209;Bourgoin-Jallieu;01;82;84
01218;Lochieu;8216;Chambéry;01;82;84
01219;Lompnas;8201;Ambérieu-en-Bugey;01;82;84
01221;Lompnieu;8203;Oyonnax;01;82;84
01224;Loyettes;8214;Lyon;01;82;84
01225;Lurcy;8213;Villefranche-sur-Saône;01;82;84
01227;Magnieu;8216;Chambéry;01;82;84
01228;Maillat;8203;Oyonnax;01;82;84
01229;Malafretaz;8202;Bourg-en-Bresse;01;82;84
01230;Mantenay-Montlin;8202;Bourg-en-Bresse;01;82;84
01231;Manziat;0053;Mâcon;01;82;84
01232;Marboz;8202;Bourg-en-Bresse;01;82;84
01233;Marchamp;8209;Bourgoin-Jallieu;01;82;84
01234;Marignieu;8216;Chambéry;01;82;84
01235;Marlieux;8213;Villefranche-sur-Saône;01;82;84
01236;Marsonnas;8202;Bourg-en-Bresse;01;82;84
01237;Martignat;8203;Oyonnax;01;82;84
01238;Massieux;8213;Villefranche-sur-Saône;01;82;84
01239;Massignieu-de-Rives;8216;Chambéry;01;82;84
01240;Matafelon-Granges;8203;Oyonnax;01;82;84
01241;Meillonnas;8202;Bourg-en-Bresse;01;82;84
01242;Mérignat;8201;Ambérieu-en-Bugey;01;82;84
01243;Messimy-sur-Saône;8213;Villefranche-sur-Saône;01;82;84
01244;Meximieux;8201;Ambérieu-en-Bugey;01;82;84
01245;Bohas-Meyriat-Rignat;8202;Bourg-en-Bresse;01;82;84
01246;Mézériat;8202;Bourg-en-Bresse;01;82;84
01247;Mijoux;8219;Le Genevois Français;01;82;84
01248;Mionnay;8214;Lyon;01;82;84
01249;Miribel;8214;Lyon;01;82;84
01250;Misérieux;8213;Villefranche-sur-Saône;01;82;84
01252;Mogneneins;8213;Villefranche-sur-Saône;01;82;84
01254;Montagnat;8202;Bourg-en-Bresse;01;82;84
01255;Montagnieu;8201;Ambérieu-en-Bugey;01;82;84
01257;Montanges;8219;Le Genevois Français;01;82;84
01258;Montceaux;8213;Villefranche-sur-Saône;01;82;84
01259;Montcet;8202;Bourg-en-Bresse;01;82;84
01260;Le Montellier;8214;Lyon;01;82;84
01261;Monthieux;8213;Villefranche-sur-Saône;01;82;84
01262;Montluel;8214;Lyon;01;82;84
01263;Montmerle-sur-Saône;8213;Villefranche-sur-Saône;01;82;84
01264;Montracol;8202;Bourg-en-Bresse;01;82;84
01265;Montréal-la-Cluse;8203;Oyonnax;01;82;84
01266;Montrevel-en-Bresse;8202;Bourg-en-Bresse;01;82;84
01267;Nurieux-Volognat;8203;Oyonnax;01;82;84
01268;Murs-et-Gélignieux;8216;Chambéry;01;82;84
01269;Nantua;8203;Oyonnax;01;82;84
01271;Nattages;8216;Chambéry;01;82;84
01272;Neuville-les-Dames;8213;Villefranche-sur-Saône;01;82;84
01273;Neuville-sur-Ain;8201;Ambérieu-en-Bugey;01;82;84
01274;Les Neyrolles;8203;Oyonnax;01;82;84
01275;Neyron;8214;Lyon;01;82;84
01276;Niévroz;8214;Lyon;01;82;84
01277;Nivollet-Montgriffon;8201;Ambérieu-en-Bugey;01;82;84
01279;Oncieu;8201;Ambérieu-en-Bugey;01;82;84
01280;Ordonnaz;8201;Ambérieu-en-Bugey;01;82;84
01281;Ornex;8219;Le Genevois Français;01;82;84
01282;Outriaz;8203;Oyonnax;01;82;84
01283;Oyonnax;8203;Oyonnax;01;82;84
01284;Ozan;0053;Mâcon;01;82;84
01285;Parcieux;8213;Villefranche-sur-Saône;01;82;84
01286;Parves;8216;Chambéry;01;82;84
01288;Péron;8219;Le Genevois Français;01;82;84
01289;Péronnas;8202;Bourg-en-Bresse;01;82;84
01290;Pérouges;8201;Ambérieu-en-Bugey;01;82;84
01291;Perrex;0053;Mâcon;01;82;84
01292;Le Petit-Abergement;8203;Oyonnax;01;82;84
01293;Peyriat;8203;Oyonnax;01;82;84
01294;Peyrieu;8216;Chambéry;01;82;84
01295;Peyzieux-sur-Saône;8213;Villefranche-sur-Saône;01;82;84
01296;Pirajoux;8202;Bourg-en-Bresse;01;82;84
01297;Pizay;8214;Lyon;01;82;84
01298;Plagne;8219;Le Genevois Français;01;82;84
01299;Le Plantay;8214;Lyon;01;82;84
01300;Le Poizat;8203;Oyonnax;01;82;84
01301;Polliat;8202;Bourg-en-Bresse;01;82;84
01302;Pollieu;8216;Chambéry;01;82;84
01303;Poncin;8201;Ambérieu-en-Bugey;01;82;84
01304;Pont-d'Ain;8201;Ambérieu-en-Bugey;01;82;84
01305;Pont-de-Vaux;0053;Mâcon;01;82;84
01306;Pont-de-Veyle;0053;Mâcon;01;82;84
01307;Port;8203;Oyonnax;01;82;84
01308;Pougny;8219;Le Genevois Français;01;82;84
01309;Pouillat;8202;Bourg-en-Bresse;01;82;84
01310;Prémeyzel;8216;Chambéry;01;82;84
01311;Prémillieu;8203;Oyonnax;01;82;84
01312;Pressiat;8202;Bourg-en-Bresse;01;82;84
01313;Prévessin-Moëns;8219;Le Genevois Français;01;82;84
01314;Priay;8201;Ambérieu-en-Bugey;01;82;84
01316;Pugieu;8216;Chambéry;01;82;84
01317;Ramasse;8202;Bourg-en-Bresse;01;82;84
01318;Rancé;8213;Villefranche-sur-Saône;01;82;84
01319;Relevant;8213;Villefranche-sur-Saône;01;82;84
01320;Replonges;0053;Mâcon;01;82;84
01321;Revonnas;8202;Bourg-en-Bresse;01;82;84
01322;Reyrieux;8213;Villefranche-sur-Saône;01;82;84
01323;Reyssouze;0053;Mâcon;01;82;84
01325;Rignieux-le-Franc;8201;Ambérieu-en-Bugey;01;82;84
01328;Romans;8213;Villefranche-sur-Saône;01;82;84
01329;Rossillon;8216;Chambéry;01;82;84
01330;Ruffieu;8203;Oyonnax;01;82;84
01331;Saint-Alban;8201;Ambérieu-en-Bugey;01;82;84
01332;Saint-André-de-Bâgé;0053;Mâcon;01;82;84
01333;Saint-André-de-Corcy;8214;Lyon;01;82;84
01334;Saint-André-d'Huiriat;0053;Mâcon;01;82;84
01335;Saint-André-le-Bouchoux;8213;Villefranche-sur-Saône;01;82;84
01336;Saint-André-sur-Vieux-Jonc;8202;Bourg-en-Bresse;01;82;84
01337;Saint-Bénigne;0053;Mâcon;01;82;84
01338;Saint-Benoît;8209;Bourgoin-Jallieu;01;82;84
01339;Saint-Bernard;8213;Villefranche-sur-Saône;01;82;84
01340;Saint-Bois;8216;Chambéry;01;82;84
01341;Saint-Champ;8216;Chambéry;01;82;84
01342;Sainte-Croix;8214;Lyon;01;82;84
01343;Saint-Cyr-sur-Menthon;0053;Mâcon;01;82;84
01344;Saint-Denis-lès-Bourg;8202;Bourg-en-Bresse;01;82;84
01345;Saint-Denis-en-Bugey;8201;Ambérieu-en-Bugey;01;82;84
01346;Saint-Didier-d'Aussiat;8202;Bourg-en-Bresse;01;82;84
01347;Saint-Didier-de-Formans;8213;Villefranche-sur-Saône;01;82;84
01348;Saint-Didier-sur-Chalaronne;8213;Villefranche-sur-Saône;01;82;84
01349;Saint-Éloi;8201;Ambérieu-en-Bugey;01;82;84
01350;Saint-Étienne-du-Bois;8202;Bourg-en-Bresse;01;82;84
01351;Saint-Étienne-sur-Chalaronne;8213;Villefranche-sur-Saône;01;82;84
01352;Saint-Étienne-sur-Reyssouze;0053;Mâcon;01;82;84
01353;Sainte-Euphémie;8213;Villefranche-sur-Saône;01;82;84
01354;Saint-Genis-Pouilly;8219;Le Genevois Français;01;82;84
01355;Saint-Genis-sur-Menthon;0053;Mâcon;01;82;84
01356;Saint-Georges-sur-Renon;8213;Villefranche-sur-Saône;01;82;84
01357;Saint-Germain-de-Joux;8219;Le Genevois Français;01;82;84
01358;Saint-Germain-les-Paroisses;8216;Chambéry;01;82;84
01359;Saint-Germain-sur-Renon;8213;Villefranche-sur-Saône;01;82;84
01360;Saint-Jean-de-Gonville;8219;Le Genevois Français;01;82;84
01361;Saint-Jean-de-Niost;8201;Ambérieu-en-Bugey;01;82;84
01362;Saint-Jean-de-Thurigneux;8213;Villefranche-sur-Saône;01;82;84
01363;Saint-Jean-le-Vieux;8201;Ambérieu-en-Bugey;01;82;84
01364;Saint-Jean-sur-Reyssouze;8202;Bourg-en-Bresse;01;82;84
01365;Saint-Jean-sur-Veyle;0053;Mâcon;01;82;84
01366;Sainte-Julie;8201;Ambérieu-en-Bugey;01;82;84
01367;Saint-Julien-sur-Reyssouze;8202;Bourg-en-Bresse;01;82;84
01368;Saint-Julien-sur-Veyle;8213;Villefranche-sur-Saône;01;82;84
01369;Saint-Just;8202;Bourg-en-Bresse;01;82;84
01370;Saint-Laurent-sur-Saône;0053;Mâcon;01;82;84
01371;Saint-Marcel;8214;Lyon;01;82;84
01372;Saint-Martin-de-Bavel;8216;Chambéry;01;82;84
01373;Saint-Martin-du-Frêne;8203;Oyonnax;01;82;84
01374;Saint-Martin-du-Mont;8202;Bourg-en-Bresse;01;82;84
01375;Saint-Martin-le-Châtel;8202;Bourg-en-Bresse;01;82;84
01376;Saint-Maurice-de-Beynost;8214;Lyon;01;82;84
01378;Saint-Maurice-de-Gourdans;8201;Ambérieu-en-Bugey;01;82;84
01379;Saint-Maurice-de-Rémens;8201;Ambérieu-en-Bugey;01;82;84
01380;Saint-Nizier-le-Bouchoux;8202;Bourg-en-Bresse;01;82;84
01381;Saint-Nizier-le-Désert;8214;Lyon;01;82;84
01382;Sainte-Olive;8213;Villefranche-sur-Saône;01;82;84
01383;Saint-Paul-de-Varax;8214;Lyon;01;82;84
01384;Saint-Rambert-en-Bugey;8201;Ambérieu-en-Bugey;01;82;84
01385;Saint-Rémy;8202;Bourg-en-Bresse;01;82;84
01386;Saint-Sorlin-en-Bugey;8201;Ambérieu-en-Bugey;01;82;84
01387;Saint-Sulpice;8202;Bourg-en-Bresse;01;82;84
01388;Saint-Trivier-de-Courtes;8202;Bourg-en-Bresse;01;82;84
01389;Saint-Trivier-sur-Moignans;8213;Villefranche-sur-Saône;01;82;84
01390;Saint-Vulbas;8201;Ambérieu-en-Bugey;01;82;84
01391;Salavre;8202;Bourg-en-Bresse;01;82;84
01392;Samognat;8203;Oyonnax;01;82;84
01393;Sandrans;8213;Villefranche-sur-Saône;01;82;84
01396;Sault-Brénaz;8201;Ambérieu-en-Bugey;01;82;84
01397;Sauverny;8219;Le Genevois Français;01;82;84
01398;Savigneux;8213;Villefranche-sur-Saône;01;82;84
01399;Ségny;8219;Le Genevois Français;01;82;84
01400;Seillonnaz;8201;Ambérieu-en-Bugey;01;82;84
01401;Sergy;8219;Le Genevois Français;01;82;84
01402;Sermoyer;0053;Mâcon;01;82;84
01403;Serrières-de-Briord;8201;Ambérieu-en-Bugey;01;82;84
01404;Serrières-sur-Ain;8201;Ambérieu-en-Bugey;01;82;84
01405;Servas;8202;Bourg-en-Bresse;01;82;84
01406;Servignat;8202;Bourg-en-Bresse;01;82;84
01407;Seyssel;8219;Le Genevois Français;01;82;84
01408;Simandre-sur-Suran;8202;Bourg-en-Bresse;01;82;84
01409;Songieu;8216;Chambéry;01;82;84
01410;Sonthonnax-la-Montagne;8203;Oyonnax;01;82;84
01411;Souclin;8201;Ambérieu-en-Bugey;01;82;84
01412;Sulignat;8213;Villefranche-sur-Saône;01;82;84
01413;Surjoux;8219;Le Genevois Français;01;82;84
01414;Sutrieu;8216;Chambéry;01;82;84
01415;Talissieu;8216;Chambéry;01;82;84
01416;Tenay;8201;Ambérieu-en-Bugey;01;82;84
01417;Thézillieu;8203;Oyonnax;01;82;84
01418;Thil;8214;Lyon;01;82;84
01419;Thoiry;8219;Le Genevois Français;01;82;84
01420;Thoissey;8213;Villefranche-sur-Saône;01;82;84
01421;Torcieu;8201;Ambérieu-en-Bugey;01;82;84
01422;Tossiat;8202;Bourg-en-Bresse;01;82;84
01423;Toussieux;8213;Villefranche-sur-Saône;01;82;84
01424;Tramoyes;8214;Lyon;01;82;84
01425;La Tranclière;8202;Bourg-en-Bresse;01;82;84
01426;Treffort-Cuisiat;8202;Bourg-en-Bresse;01;82;84
01427;Trévoux;8213;Villefranche-sur-Saône;01;82;84
01428;Valeins;8213;Villefranche-sur-Saône;01;82;84
01429;Vandeins;8202;Bourg-en-Bresse;01;82;84
01430;Varambon;8201;Ambérieu-en-Bugey;01;82;84
01431;Vaux-en-Bugey;8201;Ambérieu-en-Bugey;01;82;84
01432;Verjon;8202;Bourg-en-Bresse;01;82;84
01433;Vernoux;8202;Bourg-en-Bresse;01;82;84
01434;Versailleux;8214;Lyon;01;82;84
01435;Versonnex;8219;Le Genevois Français;01;82;84
01436;Vesancy;8219;Le Genevois Français;01;82;84
01437;Vescours;0053;Mâcon;01;82;84
01439;Vésines;0053;Mâcon;01;82;84
01441;Vieu-d'Izenave;8203;Oyonnax;01;82;84
01442;Vieu;8216;Chambéry;01;82;84
01443;Villars-les-Dombes;8214;Lyon;01;82;84
01444;Villebois;8201;Ambérieu-en-Bugey;01;82;84
01445;Villemotier;8202;Bourg-en-Bresse;01;82;84
01446;Villeneuve;8213;Villefranche-sur-Saône;01;82;84
01447;Villereversure;8202;Bourg-en-Bresse;01;82;84
01448;Villes;8219;Le Genevois Français;01;82;84
01449;Villette-sur-Ain;8201;Ambérieu-en-Bugey;01;82;84
01450;Villieu-Loyes-Mollon;8201;Ambérieu-en-Bugey;01;82;84
01451;Viriat;8202;Bourg-en-Bresse;01;82;84
01452;Virieu-le-Grand;8216;Chambéry;01;82;84
01453;Virieu-le-Petit;8216;Chambéry;01;82;84
01454;Virignin;8216;Chambéry;01;82;84
01456;Vongnes;8216;Chambéry;01;82;84
01457;Vonnas;8202;Bourg-en-Bresse;01;82;84
02001;Abbécourt;2202;Tergnier;02;22;32
02002;Achery;2205;Saint-Quentin;02;22;32
02003;Acy;2206;Soissons;02;22;32
02004;Agnicourt-et-Séchelles;2204;Laon;02;22;32
02005;Aguilcourt;2204;Laon;02;22;32
02006;Aisonville-et-Bernoville;2205;Saint-Quentin;02;22;32
02007;Aizelles;2204;Laon;02;22;32
02008;Aizy-Jouy;2206;Soissons;02;22;32
02009;Alaincourt;2205;Saint-Quentin;02;22;32
02010;Allemant;2206;Soissons;02;22;32
02011;Ambleny;2206;Soissons;02;22;32
02012;Ambrief;2206;Soissons;02;22;32
02013;Amifontaine;2204;Laon;02;22;32
02014;Amigny-Rouy;2202;Tergnier;02;22;32
02015;Ancienville;0056;Roissy - Sud Picardie;02;22;32
02016;Andelain;2202;Tergnier;02;22;32
02017;Anguilcourt-le-Sart;2202;Tergnier;02;22;32
02018;Anizy-le-Château;2206;Soissons;02;22;32
02019;Annois;2205;Saint-Quentin;02;22;32
02020;Any-Martin-Rieux;2203;La Thiérache;02;22;32
02021;Archon;2204;Laon;02;22;32
02022;Arcy-Sainte-Restitue;2201;Château-Thierry;02;22;32
02023;Armentières-sur-Ourcq;2201;Château-Thierry;02;22;32
02024;Arrancy;2204;Laon;02;22;32
02025;Artemps;2205;Saint-Quentin;02;22;32
02026;Artonges;2201;Château-Thierry;02;22;32
02027;Assis-sur-Serre;2204;Laon;02;22;32
02028;Athies-sous-Laon;2204;Laon;02;22;32
02029;Attilly;2205;Saint-Quentin;02;22;32
02030;Aubencheul-aux-Bois;2205;Saint-Quentin;02;22;32
02031;Aubenton;2203;La Thiérache;02;22;32
02032;Aubigny-aux-Kaisnes;2205;Saint-Quentin;02;22;32
02033;Aubigny-en-Laonnois;2204;Laon;02;22;32
02034;Audignicourt;2202;Tergnier;02;22;32
02035;Audigny;2203;La Thiérache;02;22;32
02036;Augy;2206;Soissons;02;22;32
02037;Aulnois-sous-Laon;2204;Laon;02;22;32
02038;Les Autels;2203;La Thiérache;02;22;32
02039;Autremencourt;2204;Laon;02;22;32
02040;Autreppes;2203;La Thiérache;02;22;32
02041;Autreville;2202;Tergnier;02;22;32
02042;Azy-sur-Marne;2201;Château-Thierry;02;22;32
02043;Bagneux;2206;Soissons;02;22;32
02044;Bancigny;2204;Laon;02;22;32
02046;Barenton-Bugny;2204;Laon;02;22;32
02047;Barenton-Cel;2204;Laon;02;22;32
02048;Barenton-sur-Serre;2204;Laon;02;22;32
02049;Barisis-aux-Bois;2202;Tergnier;02;22;32
02050;Barzy-en-Thiérache;2203;La Thiérache;02;22;32
02051;Barzy-sur-Marne;2201;Château-Thierry;02;22;32
02052;Bassoles-Aulers;2206;Soissons;02;22;32
02053;Baulne-en-Brie;2201;Château-Thierry;02;22;32
02054;Bazoches-sur-Vesles;2206;Soissons;02;22;32
