CODGEO;LIBGEO;ZE2010;LIBZE2010;DEP;REG;REG2016
56009;Bangor;5318;Vannes;56;53;53
56010;Baud;5315;Lorient;56;53;53
56011;Béganne;5311;Redon;56;53;53
56012;Beignon;5312;Rennes;56;53;53
56013;Belz;5318;Vannes;56;53;53
56014;Berné;5315;Lorient;56;53;53
56015;Berric;5318;Vannes;56;53;53
56016;Bieuzy;5317;Pontivy;56;53;53
56017;Bignan;5318;Vannes;56;53;53
56018;Billiers;5318;Vannes;56;53;53
56019;Billio;5318;Vannes;56;53;53
56020;Bohal;5318;Vannes;56;53;53
56021;Brandérion;5315;Lorient;56;53;53
56022;Brandivy;5318;Vannes;56;53;53
56023;Brech;5318;Vannes;56;53;53
56024;Bréhan;5317;Pontivy;56;53;53
56025;Brignac;5312;Rennes;56;53;53
56026;Bubry;5315;Lorient;56;53;53
56027;Buléon;5318;Vannes;56;53;53
56028;Caden;5318;Vannes;56;53;53
56029;Calan;5315;Lorient;56;53;53
56030;Camoël;5318;Vannes;56;53;53
56031;Camors;5318;Vannes;56;53;53
56032;Campénéac;5316;Ploërmel;56;53;53
56033;Carentoir;5311;Redon;56;53;53
56034;Carnac;5318;Vannes;56;53;53
56035;Caro;5316;Ploërmel;56;53;53
56036;Caudan;5315;Lorient;56;53;53
56037;La Chapelle-Caro;5316;Ploërmel;56;53;53
56038;La Chapelle-Gaceline;5311;Redon;56;53;53
56039;La Chapelle-Neuve;5318;Vannes;56;53;53
56040;Cléguer;5315;Lorient;56;53;53
56041;Cléguérec;5317;Pontivy;56;53;53
56042;Colpo;5318;Vannes;56;53;53
56043;Concoret;5312;Rennes;56;53;53
56044;Cournon;5311;Redon;56;53;53
56045;Le Cours;5318;Vannes;56;53;53
56046;Crach;5318;Vannes;56;53;53
56047;Crédin;5317;Pontivy;56;53;53
56048;Le Croisty;5315;Lorient;56;53;53
56049;Croixanvec;5317;Pontivy;56;53;53
56050;La Croix-Helléan;5316;Ploërmel;56;53;53
56051;Cruguel;5318;Vannes;56;53;53
56052;Damgan;5318;Vannes;56;53;53
56053;Elven;5318;Vannes;56;53;53
56054;Erdeven;5318;Vannes;56;53;53
56055;Étel;5318;Vannes;56;53;53
56056;Évriguet;5316;Ploërmel;56;53;53
56057;Le Faouët;5315;Lorient;56;53;53
56058;Férel;5318;Vannes;56;53;53
56059;Les Forges;5316;Ploërmel;56;53;53
56060;Les Fougerêts;5311;Redon;56;53;53
56061;La Gacilly;5311;Redon;56;53;53
56062;Gâvres;5315;Lorient;56;53;53
56063;Gestel;5315;Lorient;56;53;53
56064;Glénac;5311;Redon;56;53;53
56065;Gourhel;5316;Ploërmel;56;53;53
56066;Gourin;5309;Quimper;56;53;53
56067;Grand-Champ;5318;Vannes;56;53;53
56068;La Grée-Saint-Laurent;5316;Ploërmel;56;53;53
56069;Groix;5315;Lorient;56;53;53
56070;Guégon;5316;Ploërmel;56;53;53
56071;Guéhenno;5318;Vannes;56;53;53
56072;Gueltas;5317;Pontivy;56;53;53
56073;Guémené-sur-Scorff;5317;Pontivy;56;53;53
56074;Guénin;5315;Lorient;56;53;53
56075;Guer;5312;Rennes;56;53;53
56076;Guern;5317;Pontivy;56;53;53
56077;Le Guerno;5318;Vannes;56;53;53
56078;Guidel;5315;Lorient;56;53;53
56079;Guillac;5316;Ploërmel;56;53;53
56080;Guilliers;5316;Ploërmel;56;53;53
56081;Guiscriff;5309;Quimper;56;53;53
56082;Helléan;5316;Ploërmel;56;53;53
56083;Hennebont;5315;Lorient;56;53;53
56084;Le Hézo;5318;Vannes;56;53;53
56085;Hoedic;5318;Vannes;56;53;53
56086;Île-d'Houat;5318;Vannes;56;53;53
56087;Île-aux-Moines;5318;Vannes;56;53;53
56088;Île-d'Arz;5318;Vannes;56;53;53
56089;Inguiniel;5315;Lorient;56;53;53
56090;Inzinzac-Lochrist;5315;Lorient;56;53;53
56091;Josselin;5316;Ploërmel;56;53;53
56092;Kerfourn;5317;Pontivy;56;53;53
56093;Kergrist;5317;Pontivy;56;53;53
56094;Kervignac;5315;Lorient;56;53;53
56096;Landaul;5315;Lorient;56;53;53
56097;Landévant;5315;Lorient;56;53;53
56098;Lanester;5315;Lorient;56;53;53
56099;Langoëlan;5317;Pontivy;56;53;53
56100;Langonnet;5315;Lorient;56;53;53
56101;Languidic;5315;Lorient;56;53;53
56102;Lanouée;5316;Ploërmel;56;53;53
56103;Lantillac;5316;Ploërmel;56;53;53
56104;Lanvaudan;5315;Lorient;56;53;53
56105;Lanvénégen;5315;Lorient;56;53;53
56106;Larmor-Baden;5318;Vannes;56;53;53
56107;Larmor-Plage;5315;Lorient;56;53;53
56108;Larré;5318;Vannes;56;53;53
56109;Lauzach;5318;Vannes;56;53;53
56110;Lignol;5315;Lorient;56;53;53
56111;Limerzel;5318;Vannes;56;53;53
56112;Lizio;5316;Ploërmel;56;53;53
56113;Locmalo;5317;Pontivy;56;53;53
56114;Locmaria;5318;Vannes;56;53;53
56115;Locmaria-Grand-Champ;5318;Vannes;56;53;53
56116;Locmariaquer;5318;Vannes;56;53;53
56117;Locminé;5318;Vannes;56;53;53
56118;Locmiquélic;5315;Lorient;56;53;53
56119;Locoal-Mendon;5318;Vannes;56;53;53
56120;Locqueltas;5318;Vannes;56;53;53
56121;Lorient;5315;Lorient;56;53;53
56122;Loyat;5316;Ploërmel;56;53;53
56123;Malansac;5318;Vannes;56;53;53
56124;Malestroit;5318;Vannes;56;53;53
56125;Malguénac;5317;Pontivy;56;53;53
56126;Marzan;5318;Vannes;56;53;53
56127;Mauron;5312;Rennes;56;53;53
56128;Melrand;5317;Pontivy;56;53;53
56129;Ménéac;5312;Rennes;56;53;53
56130;Merlevenez;5315;Lorient;56;53;53
56131;Meslan;5315;Lorient;56;53;53
56132;Meucon;5318;Vannes;56;53;53
56133;Missiriac;5318;Vannes;56;53;53
56134;Mohon;5316;Ploërmel;56;53;53
56135;Molac;5318;Vannes;56;53;53
56136;Monteneuf;5312;Rennes;56;53;53
56137;Monterblanc;5318;Vannes;56;53;53
56138;Monterrein;5316;Ploërmel;56;53;53
56139;Montertelot;5316;Ploërmel;56;53;53
56140;Moréac;5318;Vannes;56;53;53
56141;Moustoir-Ac;5318;Vannes;56;53;53
56142;Moustoir-Remungol;5317;Pontivy;56;53;53
56143;Muzillac;5318;Vannes;56;53;53
56144;Naizin;5317;Pontivy;56;53;53
56145;Néant-sur-Yvel;5316;Ploërmel;56;53;53
56146;Neulliac;5317;Pontivy;56;53;53
56147;Nivillac;5318;Vannes;56;53;53
56148;Nostang;5315;Lorient;56;53;53
56149;Noyal-Muzillac;5318;Vannes;56;53;53
56150;Noyalo;5318;Vannes;56;53;53
56151;Noyal-Pontivy;5317;Pontivy;56;53;53
56152;Le Palais;5318;Vannes;56;53;53
56153;Péaule;5318;Vannes;56;53;53
56154;Peillac;5311;Redon;56;53;53
56155;Pénestin;5318;Vannes;56;53;53
56156;Persquen;5315;Lorient;56;53;53
56157;Plaudren;5318;Vannes;56;53;53
56158;Plescop;5318;Vannes;56;53;53
56159;Pleucadeuc;5318;Vannes;56;53;53
56160;Pleugriffet;5317;Pontivy;56;53;53
56161;Ploemel;5318;Vannes;56;53;53
56162;Ploemeur;5315;Lorient;56;53;53
56163;Ploërdut;5317;Pontivy;56;53;53
56164;Ploeren;5318;Vannes;56;53;53
56165;Ploërmel;5316;Ploërmel;56;53;53
56166;Plouay;5315;Lorient;56;53;53
56167;Plougoumelen;5318;Vannes;56;53;53
56168;Plouharnel;5318;Vannes;56;53;53
56169;Plouhinec;5315;Lorient;56;53;53
56170;Plouray;5307;Carhaix-Plouguer;56;53;53
56171;Pluherlin;5318;Vannes;56;53;53
56172;Plumelec;5318;Vannes;56;53;53
56173;Pluméliau;5317;Pontivy;56;53;53
56174;Plumelin;5318;Vannes;56;53;53
56175;Plumergat;5318;Vannes;56;53;53
56176;Pluneret;5318;Vannes;56;53;53
56177;Pluvigner;5318;Vannes;56;53;53
56178;Pontivy;5317;Pontivy;56;53;53
56179;Pont-Scorff;5315;Lorient;56;53;53
56180;Porcaro;5312;Rennes;56;53;53
56181;Port-Louis;5315;Lorient;56;53;53
56182;Priziac;5315;Lorient;56;53;53
56183;Quelneuc;5312;Rennes;56;53;53
56184;Questembert;5318;Vannes;56;53;53
56185;Quéven;5315;Lorient;56;53;53
56186;Quiberon;5318;Vannes;56;53;53
56187;Quily;5316;Ploërmel;56;53;53
56188;Quistinic;5315;Lorient;56;53;53
56189;Radenac;5317;Pontivy;56;53;53
56190;Réguiny;5317;Pontivy;56;53;53
56191;Réminiac;5316;Ploërmel;56;53;53
56192;Remungol;5318;Vannes;56;53;53
56193;Riantec;5315;Lorient;56;53;53
56194;Rieux;5311;Redon;56;53;53
56195;La Roche-Bernard;5318;Vannes;56;53;53
56196;Rochefort-en-Terre;5318;Vannes;56;53;53
56197;Le Roc-Saint-André;5316;Ploërmel;56;53;53
56198;Rohan;5317;Pontivy;56;53;53
56199;Roudouallec;5309;Quimper;56;53;53
56200;Ruffiac;5318;Vannes;56;53;53
56201;Le Saint;5309;Quimper;56;53;53
56202;Saint-Abraham;5316;Ploërmel;56;53;53
56203;Saint-Aignan;5317;Pontivy;56;53;53
56204;Saint-Allouestre;5318;Vannes;56;53;53
56205;Saint-Armel;5318;Vannes;56;53;53
56206;Saint-Avé;5318;Vannes;56;53;53
56207;Saint-Barthélemy;5317;Pontivy;56;53;53
56208;Saint-Brieuc-de-Mauron;5312;Rennes;56;53;53
56209;Sainte-Brigitte;5317;Pontivy;56;53;53
56210;Saint-Caradec-Trégomel;5315;Lorient;56;53;53
56211;Saint-Congard;5318;Vannes;56;53;53
56212;Saint-Dolay;5311;Redon;56;53;53
56213;Saint-Gérand;5317;Pontivy;56;53;53
56214;Saint-Gildas-de-Rhuys;5318;Vannes;56;53;53
56215;Saint-Gonnery;5304;Loudéac;56;53;53
56216;Saint-Gorgon;5311;Redon;56;53;53
56218;Saint-Gravé;5318;Vannes;56;53;53
56219;Saint-Guyomard;5318;Vannes;56;53;53
56220;Sainte-Hélène;5315;Lorient;56;53;53
56221;Saint-Jacut-les-Pins;5311;Redon;56;53;53
56222;Saint-Jean-Brévelay;5318;Vannes;56;53;53
56223;Saint-Jean-la-Poterie;5311;Redon;56;53;53
56224;Saint-Laurent-sur-Oust;5318;Vannes;56;53;53
56225;Saint-Léry;5312;Rennes;56;53;53
56226;Saint-Malo-de-Beignon;5312;Rennes;56;53;53
56227;Saint-Malo-des-Trois-Fontaines;5316;Ploërmel;56;53;53
56228;Saint-Marcel;5318;Vannes;56;53;53
56229;Saint-Martin-sur-Oust;5318;Vannes;56;53;53
56230;Saint-Nicolas-du-Tertre;5311;Redon;56;53;53
56231;Saint-Nolff;5318;Vannes;56;53;53
56232;Saint-Perreux;5311;Redon;56;53;53
56233;Saint-Philibert;5318;Vannes;56;53;53
56234;Saint-Pierre-Quiberon;5318;Vannes;56;53;53
56236;Saint-Servant;5316;Ploërmel;56;53;53
56237;Saint-Thuriau;5317;Pontivy;56;53;53
56238;Saint-Tugdual;5317;Pontivy;56;53;53
56239;Saint-Vincent-sur-Oust;5311;Redon;56;53;53
56240;Sarzeau;5318;Vannes;56;53;53
56241;Sauzon;5318;Vannes;56;53;53
56242;Séglien;5317;Pontivy;56;53;53
56243;Séné;5318;Vannes;56;53;53
56244;Sérent;5318;Vannes;56;53;53
56245;Silfiac;5317;Pontivy;56;53;53
56246;Le Sourn;5317;Pontivy;56;53;53
56247;Sulniac;5318;Vannes;56;53;53
56248;Surzur;5318;Vannes;56;53;53
56249;Taupont;5316;Ploërmel;56;53;53
56250;Théhillac;5311;Redon;56;53;53
56251;Theix;5318;Vannes;56;53;53
56252;Le Tour-du-Parc;5318;Vannes;56;53;53
56253;Tréal;5311;Redon;56;53;53
56254;Trédion;5318;Vannes;56;53;53
56255;Treffléan;5318;Vannes;56;53;53
56256;Tréhorenteuc;5316;Ploërmel;56;53;53
56257;La Trinité-Porhoët;5316;Ploërmel;56;53;53
56258;La Trinité-sur-Mer;5318;Vannes;56;53;53
56259;La Trinité-Surzur;5318;Vannes;56;53;53
56260;Vannes;5318;Vannes;56;53;53
56261;La Vraie-Croix;5318;Vannes;56;53;53
56262;Bono;5318;Vannes;56;53;53
56263;Sainte-Anne-d'Auray;5318;Vannes;56;53;53
56264;Kernascléden;5315;Lorient;56;53;53
57001;Aboncourt;4107;Metz;57;41;44
57002;Aboncourt-sur-Seille;4103;Nancy;57;41;44
57003;Abreschviller;4109;Sarrebourg;57;41;44
57004;Achain;4108;Forbach;57;41;44
57006;Achen;4110;Sarreguemines;57;41;44
57007;Adaincourt;4107;Metz;57;41;44
57008;Adelange;4108;Forbach;57;41;44
57009;Ajoncourt;4103;Nancy;57;41;44
57010;Alaincourt-la-Côte;4107;Metz;57;41;44
57011;Albestroff;4108;Forbach;57;41;44
57012;Algrange;4111;Thionville;57;41;44
57013;Alsting;4110;Sarreguemines;57;41;44
57014;Altrippe;4108;Forbach;57;41;44
57015;Altviller;4108;Forbach;57;41;44
57016;Alzing;4107;Metz;57;41;44
57017;Amanvillers;4107;Metz;57;41;44
57018;Amelécourt;4107;Metz;57;41;44
57019;Amnéville;4107;Metz;57;41;44
57020;Ancerville;4107;Metz;57;41;44
57021;Ancy-sur-Moselle;4107;Metz;57;41;44
57022;Angevillers;4111;Thionville;57;41;44
57024;Antilly;4107;Metz;57;41;44
57025;Anzeling;4107;Metz;57;41;44
57026;Apach;4111;Thionville;57;41;44
57027;Arraincourt;4107;Metz;57;41;44
57028;Argancy;4107;Metz;57;41;44
57029;Arriance;4107;Metz;57;41;44
57030;Arry;4107;Metz;57;41;44
57031;Ars-Laquenexy;4107;Metz;57;41;44
57032;Ars-sur-Moselle;4107;Metz;57;41;44
57033;Arzviller;4109;Sarrebourg;57;41;44
57034;Aspach;4109;Sarrebourg;57;41;44
57035;Assenoncourt;4108;Forbach;57;41;44
57036;Attilloncourt;4103;Nancy;57;41;44
57037;Aube;4107;Metz;57;41;44
57038;Audun-le-Tiche;4101;Longwy;57;41;44
57039;Augny;4107;Metz;57;41;44
57040;Aulnois-sur-Seille;4107;Metz;57;41;44
57041;Aumetz;4111;Thionville;57;41;44
57042;Avricourt;4109;Sarrebourg;57;41;44
57043;Ay-sur-Moselle;4107;Metz;57;41;44
57044;Azoudange;4109;Sarrebourg;57;41;44
57045;Bacourt;4107;Metz;57;41;44
57046;Baerenthal;4110;Sarreguemines;57;41;44
57047;Bambiderstroff;4108;Forbach;57;41;44
57048;Bannay;4107;Metz;57;41;44
57049;Le Ban-Saint-Martin;4107;Metz;57;41;44
57050;Barchain;4109;Sarrebourg;57;41;44
57051;Baronville;4108;Forbach;57;41;44
57052;Barst;4108;Forbach;57;41;44
57053;Bassing;4108;Forbach;57;41;44
57054;Baudrecourt;4107;Metz;57;41;44
57055;Bazoncourt;4107;Metz;57;41;44
57056;Bébing;4109;Sarrebourg;57;41;44
57057;Béchy;4107;Metz;57;41;44
57058;Behren-lès-Forbach;4108;Forbach;57;41;44
57059;Bellange;4108;Forbach;57;41;44
57060;Bénestroff;4108;Forbach;57;41;44
57061;Béning-lès-Saint-Avold;4108;Forbach;57;41;44
57062;Berg-sur-Moselle;4111;Thionville;57;41;44
57063;Bérig-Vintrange;4108;Forbach;57;41;44
57064;Berling;4109;Sarrebourg;57;41;44
57065;Bermering;4108;Forbach;57;41;44
57066;Berthelming;4109;Sarrebourg;57;41;44
57067;Bertrange;4111;Thionville;57;41;44
57069;Berviller-en-Moselle;4108;Forbach;57;41;44
57070;Bettange;4107;Metz;57;41;44
57071;Bettborn;4109;Sarrebourg;57;41;44
57072;Bettelainville;4107;Metz;57;41;44
57073;Betting;4108;Forbach;57;41;44
57074;Bettviller;4110;Sarreguemines;57;41;44
57075;Beux;4107;Metz;57;41;44
57076;Beyren-lès-Sierck;4111;Thionville;57;41;44
57077;Bezange-la-Petite;4103;Nancy;57;41;44
57079;Bibiche;4107;Metz;57;41;44
57080;Bickenholtz;4109;Sarrebourg;57;41;44
57081;Bidestroff;4108;Forbach;57;41;44
57082;Biding;4108;Forbach;57;41;44
57083;Bining;4110;Sarreguemines;57;41;44
57084;Bioncourt;4103;Nancy;57;41;44
57085;Bionville-sur-Nied;4107;Metz;57;41;44
57086;Belles-Forêts;4109;Sarrebourg;57;41;44
57087;Bisten-en-Lorraine;4108;Forbach;57;41;44
57088;Bistroff;4108;Forbach;57;41;44
57089;Bitche;4110;Sarreguemines;57;41;44
57090;Blanche-Église;4108;Forbach;57;41;44
57091;Bliesbruck;4110;Sarreguemines;57;41;44
57092;Blies-Ébersing;4110;Sarreguemines;57;41;44
57093;Blies-Guersviller;4110;Sarreguemines;57;41;44
57095;Boucheporn;4108;Forbach;57;41;44
57096;Boulange;4111;Thionville;57;41;44
57097;Boulay-Moselle;4107;Metz;57;41;44
57098;Bourgaltroff;4108;Forbach;57;41;44
57099;Bourdonnay;4108;Forbach;57;41;44
57100;Bourscheid;4109;Sarrebourg;57;41;44
57101;Bousbach;4108;Forbach;57;41;44
57102;Bousse;4107;Metz;57;41;44
57103;Bousseviller;4110;Sarreguemines;57;41;44
57104;Boust;4111;Thionville;57;41;44
57105;Boustroff;4108;Forbach;57;41;44
57106;Bouzonville;4107;Metz;57;41;44
57107;Bréhain;4107;Metz;57;41;44
57108;Breidenbach;4110;Sarreguemines;57;41;44
57109;Breistroff-la-Grande;4111;Thionville;57;41;44
57110;Brettnach;4107;Metz;57;41;44
57111;Bronvaux;4107;Metz;57;41;44
57112;Brouck;4107;Metz;57;41;44
57113;Brouderdorff;4109;Sarrebourg;57;41;44
57114;Brouviller;4109;Sarrebourg;57;41;44
57115;Brulange;4107;Metz;57;41;44
57116;Buchy;4107;Metz;57;41;44
57117;Buding;4111;Thionville;57;41;44
57118;Budling;4111;Thionville;57;41;44
57119;Buhl-Lorraine;4109;Sarrebourg;57;41;44
57120;Burlioncourt;4103;Nancy;57;41;44
57121;Burtoncourt;4107;Metz;57;41;44
57122;Cappel;4108;Forbach;57;41;44
57123;Carling;4108;Forbach;57;41;44
57124;Cattenom;4111;Thionville;57;41;44
57125;Chailly-lès-Ennery;4107;Metz;57;41;44
57126;Chambrey;4103;Nancy;57;41;44
57127;Chanville;4107;Metz;57;41;44
57128;Charleville-sous-Bois;4107;Metz;57;41;44
57129;Charly-Oradour;4107;Metz;57;41;44
57130;Château-Bréhain;4107;Metz;57;41;44
57131;Château-Rouge;4107;Metz;57;41;44
57132;Château-Salins;4103;Nancy;57;41;44
57133;Château-Voué;4108;Forbach;57;41;44
57134;Châtel-Saint-Germain;4107;Metz;57;41;44
57136;Chémery-les-Deux;4107;Metz;57;41;44
57137;Cheminot;4107;Metz;57;41;44
57138;Chenois;4107;Metz;57;41;44
57139;Chérisey;4107;Metz;57;41;44
57140;Chesny;4107;Metz;57;41;44
57141;Chicourt;4107;Metz;57;41;44
57142;Chieulles;4107;Metz;57;41;44
57143;Clouange;4107;Metz;57;41;44
57144;Cocheren;4108;Forbach;57;41;44
57145;Coincy;4107;Metz;57;41;44
57146;Coin-lès-Cuvry;4107;Metz;57;41;44
57147;Coin-sur-Seille;4107;Metz;57;41;44
57148;Colligny;4107;Metz;57;41;44
57149;Colmen;4107;Metz;57;41;44
57150;Condé-Northen;4107;Metz;57;41;44
57151;Conthil;4108;Forbach;57;41;44
57152;Contz-les-Bains;4111;Thionville;57;41;44
57153;Corny-sur-Moselle;4107;Metz;57;41;44
57154;Coume;4107;Metz;57;41;44
57155;Courcelles-Chaussy;4107;Metz;57;41;44
57156;Courcelles-sur-Nied;4107;Metz;57;41;44
57158;Craincourt;4107;Metz;57;41;44
57159;Créhange;4108;Forbach;57;41;44
57160;Creutzwald;4108;Forbach;57;41;44
57161;Cutting;4108;Forbach;57;41;44
57162;Cuvry;4107;Metz;57;41;44
57163;Dabo;4109;Sarrebourg;57;41;44
57165;Dalem;4108;Forbach;57;41;44
57166;Dalhain;4108;Forbach;57;41;44
57167;Dalstein;4111;Thionville;57;41;44
57168;Danne-et-Quatre-Vents;4109;Sarrebourg;57;41;44
57169;Dannelbourg;4109;Sarrebourg;57;41;44
57171;Delme;4107;Metz;57;41;44
57172;Denting;4107;Metz;57;41;44
57173;Desseling;4109;Sarrebourg;57;41;44
57174;Destry;4107;Metz;57;41;44
57175;Diane-Capelle;4109;Sarrebourg;57;41;44
57176;Diebling;4110;Sarreguemines;57;41;44
57177;Dieuze;4108;Forbach;57;41;44
57178;Diffembach-lès-Hellimer;4110;Sarreguemines;57;41;44
57179;Distroff;4111;Thionville;57;41;44
57180;Dolving;4109;Sarrebourg;57;41;44
57181;Domnom-lès-Dieuze;4108;Forbach;57;41;44
57182;Donjeux;4107;Metz;57;41;44
57183;Donnelay;4108;Forbach;57;41;44
57184;Dornot;4107;Metz;57;41;44
57186;Ébersviller;4107;Metz;57;41;44
57187;Éblange;4107;Metz;57;41;44
57188;Éguelshardt;4110;Sarreguemines;57;41;44
57189;Eincheville;4108;Forbach;57;41;44
57190;Elvange;4108;Forbach;57;41;44
57191;Elzange;4111;Thionville;57;41;44
57192;Enchenberg;4110;Sarreguemines;57;41;44
57193;Ennery;4107;Metz;57;41;44
57194;Entrange;4111;Thionville;57;41;44
57195;Epping;4110;Sarreguemines;57;41;44
57196;Erching;4110;Sarreguemines;57;41;44
57197;Ernestviller;4110;Sarreguemines;57;41;44
57198;Erstroff;4108;Forbach;57;41;44
57199;Escherange;4111;Thionville;57;41;44
57200;Les Étangs;4107;Metz;57;41;44
57201;Etting;4110;Sarreguemines;57;41;44
57202;Etzling;4108;Forbach;57;41;44
57203;Évrange;4111;Thionville;57;41;44
57204;Failly;4107;Metz;57;41;44
57205;Falck;4108;Forbach;57;41;44
57206;Fameck;4111;Thionville;57;41;44
57207;Farébersviller;4108;Forbach;57;41;44
57208;Farschviller;4110;Sarreguemines;57;41;44
57209;Faulquemont;4108;Forbach;57;41;44
57210;Fénétrange;4109;Sarrebourg;57;41;44
57211;Fèves;4107;Metz;57;41;44
57212;Féy;4107;Metz;57;41;44
57213;Filstroff;4107;Metz;57;41;44
57214;Fixem;4111;Thionville;57;41;44
57215;Flastroff;4107;Metz;57;41;44
57216;Fleisheim;4109;Sarrebourg;57;41;44
57217;Flétrange;4108;Forbach;57;41;44
57218;Fleury;4107;Metz;57;41;44
57219;Flévy;4107;Metz;57;41;44
57220;Flocourt;4107;Metz;57;41;44
57221;Florange;4111;Thionville;57;41;44
57222;Folkling;4108;Forbach;57;41;44
57224;Folschviller;4108;Forbach;57;41;44
57225;Fonteny;4103;Nancy;57;41;44
57226;Fontoy;4111;Thionville;57;41;44
57227;Forbach;4108;Forbach;57;41;44
57228;Fossieux;4103;Nancy;57;41;44
57229;Foulcrey;4109;Sarrebourg;57;41;44
57230;Fouligny;4107;Metz;57;41;44
57231;Foville;4107;Metz;57;41;44
57232;Francaltroff;4108;Forbach;57;41;44
57233;Fraquelfing;4109;Sarrebourg;57;41;44
57234;Frauenberg;4110;Sarreguemines;57;41;44
57235;Freistroff;4107;Metz;57;41;44
57236;Frémery;4107;Metz;57;41;44
57237;Frémestroff;4108;Forbach;57;41;44
57238;Fresnes-en-Saulnois;4103;Nancy;57;41;44
57239;Freybouse;4108;Forbach;57;41;44
57240;Freyming-Merlebach;4108;Forbach;57;41;44
57241;Fribourg;4109;Sarrebourg;57;41;44
57242;Gandrange;4107;Metz;57;41;44
57244;Garrebourg;4109;Sarrebourg;57;41;44
57245;Gavisse;4111;Thionville;57;41;44
57246;Gelucourt;4108;Forbach;57;41;44
57247;Gerbécourt;4103;Nancy;57;41;44
57248;Givrycourt;4110;Sarreguemines;57;41;44
57249;Glatigny;4107;Metz;57;41;44
57250;Goetzenbruck;4110;Sarreguemines;57;41;44
57251;Goin;4107;Metz;57;41;44
57252;Gomelange;4107;Metz;57;41;44
57253;Gondrexange;4109;Sarrebourg;57;41;44
57254;Gorze;4107;Metz;57;41;44
57255;Gosselming;4109;Sarrebourg;57;41;44
57256;Gravelotte;4107;Metz;57;41;44
57257;Grémecey;4103;Nancy;57;41;44
57258;Gréning;4110;Sarreguemines;57;41;44
57259;Grindorff-Bizing;4111;Thionville;57;41;44
57260;Grosbliederstroff;4110;Sarreguemines;57;41;44
57261;Gros-Réderching;4110;Sarreguemines;57;41;44
57262;Grostenquin;4108;Forbach;57;41;44
57263;Grundviller;4110;Sarreguemines;57;41;44
57264;Guebenhouse;4110;Sarreguemines;57;41;44
57265;Guébestroff;4108;Forbach;57;41;44
57266;Guéblange-lès-Dieuze;4108;Forbach;57;41;44
57267;Le Val-de-Guéblange;4110;Sarreguemines;57;41;44
57268;Guébling;4108;Forbach;57;41;44
57269;Guénange;4111;Thionville;57;41;44
57270;Val-de-Bride;4108;Forbach;57;41;44
57271;Guenviller;4108;Forbach;57;41;44
57272;Guermange;4108;Forbach;57;41;44
57273;Guerstling;4107;Metz;57;41;44
57274;Guerting;4108;Forbach;57;41;44
57275;Guessling-Hémering;4108;Forbach;57;41;44
57276;Guinglange;4107;Metz;57;41;44
57277;Guinkirchen;4107;Metz;57;41;44
57278;Guinzeling;4108;Forbach;57;41;44
57280;Guntzviller;4109;Sarrebourg;57;41;44
57281;Haboudange;4108;Forbach;57;41;44
57282;Hagen;4111;Thionville;57;41;44
57283;Hagondange;4107;Metz;57;41;44
57284;Hallering;4107;Metz;57;41;44
57286;Halstroff;4111;Thionville;57;41;44
57287;Basse-Ham;4111;Thionville;57;41;44
57288;Ham-sous-Varsberg;4108;Forbach;57;41;44
57289;Hambach;4110;Sarreguemines;57;41;44
57290;Hampont;4103;Nancy;57;41;44
57291;Hangviller;4109;Sarrebourg;57;41;44
57292;Hannocourt;4107;Metz;57;41;44
57293;Han-sur-Nied;4107;Metz;57;41;44
57294;Hanviller;4110;Sarreguemines;57;41;44
57295;Haraucourt-sur-Seille;4108;Forbach;57;41;44
57296;Hargarten-aux-Mines;4108;Forbach;57;41;44
57297;Harprich;4108;Forbach;57;41;44
57298;Harreberg;4109;Sarrebourg;57;41;44
57299;Hartzviller;4109;Sarrebourg;57;41;44
57300;Haselbourg;4109;Sarrebourg;57;41;44
57301;Haspelschiedt;4110;Sarreguemines;57;41;44
57302;Hattigny;4109;Sarrebourg;57;41;44
57303;Hauconcourt;4107;Metz;57;41;44
57304;Haut-Clocher;4109;Sarrebourg;57;41;44
57305;Havange;4111;Thionville;57;41;44
57306;Hayange;4111;Thionville;57;41;44
57307;Hayes;4107;Metz;57;41;44
57308;Hazembourg;4110;Sarreguemines;57;41;44
57309;Heining-lès-Bouzonville;4107;Metz;57;41;44
57310;Hellering-lès-Fénétrange;4109;Sarrebourg;57;41;44
57311;Hellimer;4110;Sarreguemines;57;41;44
57312;Helstroff;4107;Metz;57;41;44
57313;Hémilly;4107;Metz;57;41;44
57314;Héming;4109;Sarrebourg;57;41;44
57315;Henridorff;4109;Sarrebourg;57;41;44
57316;Henriville;4108;Forbach;57;41;44
57317;Hérange;4109;Sarrebourg;57;41;44
57318;Hermelange;4109;Sarrebourg;57;41;44
57319;Herny;4107;Metz;57;41;44
57320;Hertzing;4109;Sarrebourg;57;41;44
57321;Hesse;4109;Sarrebourg;57;41;44
57322;Hestroff;4107;Metz;57;41;44
57323;Hettange-Grande;4111;Thionville;57;41;44
57324;Hilbesheim;4109;Sarrebourg;57;41;44
57325;Hilsprich;4110;Sarreguemines;57;41;44
57326;Hinckange;4107;Metz;57;41;44
57328;Holacourt;4107;Metz;57;41;44
57329;Holling;4107;Metz;57;41;44
57330;Holving;4110;Sarreguemines;57;41;44
57331;Hombourg-Budange;4107;Metz;57;41;44
57332;Hombourg-Haut;4108;Forbach;57;41;44
57333;Hommarting;4109;Sarrebourg;57;41;44
